LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:a6297a,er wollte sicher eine\nganz besonders lange\nWanderung machen!,he must be going\non some hike!,he must be going\non some hike!,Original,BuyFeatherStart
line:8cdf8a,"sicher doch, bitte sehr!","sure, here ya go!","sure, here ya go!",Original,BuyFeatherStart
line:069cfe,"das sind nun wirklich\nalle Federn, die wir haben",that's actually all\nthe feathers we have,that's actually all\nthe feathers we have,Original,BuyFeatherStart
line:4e8558,"<color=red>ein Junge</color>, der vorhin hier vorbei kam,\nhat den größten Teil unseres\nrestlichen Vorrats aufgekauft",<color=red>a boy</color> came by earlier\nand bought most our\nremaining stock,<color=red>a boy</color> came by earlier\nand bought most our\nremaining stock,Original,BuyFeatherStart
line:d958fc,du musst woanders\nmehr von ihnen finden,you'll have to find\nmore elsewhere,you'll have to find\nmore elsewhere,Original,BuyFeatherStart
line:5fda34,sorry!,sorry!,sorry!,Original,BuyFeatherStart
line:522b92,sicher! das\nsind dann 40 Münzen,sure! that'll be 40 coins,sure! that'll be 40 coins,Original,BuyFeatherStart
line:bf6622,"oh, warte",oh wait,oh wait,Player,BuyFeatherStart
line:e93615,ich habe nicht genug Geld,i don't have enough money,i don't have enough money,Player,BuyFeatherStart
line:f011d1,...,...,...,Player,BuyFeatherStart
line:f9fe9a,noch nicht!,yet!,yet!,Player,BuyFeatherStart
line:df579f,oh,oh,oh,Player,BuyFeatherStart
line:1cb666,"ach ja, ich habe vergessen",yeah i forgot,yeah i forgot,Player,BuyFeatherStart
line:8cc5ff,ich brauch immer noch mehr Geld,i still need to find more cash,i still need to find more cash,Player,BuyFeatherStart
line:16706a,"<sprite name=""UpArrow"" tint=1> Besucherzentrum\n<sprite tint=1 name=""LeftArrow""> Falkenspitzenweg","<sprite name=""UpArrow"" tint=1> Visitor Center\n<sprite tint=1 name=""LeftArrow""> Hawk Peak Trail","<sprite name=""UpArrow"" tint=1> Visitor Center\n<sprite tint=1 name=""LeftArrow""> Hawk Peak Trail",Original,VistorCenterCrossroadsStart
line:81143b,"Südstrand <sprite tint=1 name=""RightArrow"">\n<sprite tint=1 name=""DownArrow""> Shirleys Punkt","Sid Beach <sprite tint=1 name=""RightArrow"">\n<sprite tint=1 name=""DownArrow""> Shirley's Point","Sid Beach <sprite tint=1 name=""RightArrow"">\n<sprite tint=1 name=""DownArrow""> Shirley's Point",Original,VistorCenterCrossroadsStart
line:eb7a43,"<sprite name=""UpArrow"" tint=1> Schwarzholzwaldweg\n<sprite name=""LeftArrow"" tint=1> Falkenspitzenweg","<sprite name=""UpArrow"" tint=1> Blackwood Trail\n<sprite name=""LeftArrow"" tint=1> Hawk Peak Trail","<sprite name=""UpArrow"" tint=1> Blackwood Trail\n<sprite name=""LeftArrow"" tint=1> Hawk Peak Trail",Original,KioskSignStart
line:1024d7,"<sprite name=""DownArrow"" tint=1> Besucherzentrum\nWeißstrandweg <sprite name=""RightArrow"" tint=1>","<sprite name=""DownArrow"" tint=1> Visitor Center\nWhite Beach Trail <sprite name=""RightArrow"" tint=1>","<sprite name=""DownArrow"" tint=1> Visitor Center\nWhite Beach Trail <sprite name=""RightArrow"" tint=1>",Original,KioskSignStart
line:4957ee,"<sprite name=""UpArrow"" tint=1> Falkenspitzenweg\n<sprite name=""UpArrow"" tint=1> Gutenbachpfad","<sprite name=""UpArrow"" tint=1> Hawk Peak Trail\n<sprite name=""UpArrow"" tint=1> Good Creek Path","<sprite name=""UpArrow"" tint=1> Hawk Peak Trail\n<sprite name=""UpArrow"" tint=1> Good Creek Path",Original,HawkPeakRiverSignStart
line:628d3d,"<sprite name=""LeftArrow"" tint=1> Königsgratpfad\nSchwarzholzwaldweg <sprite name=""RightArrow"" tint=1>","<sprite name=""LeftArrow"" tint=1> Royal Ridge\nBlackwood Trail <sprite name=""RightArrow"" tint=1>","<sprite name=""LeftArrow"" tint=1> Royal Ridge\nBlackwood Trail <sprite name=""RightArrow"" tint=1>",Original,HawkPeakRiverSignStart
line:326ae7,"<sprite name=""UpArrow"" tint=1> Falkenspitzenweg\n<sprite name=""UpArrow"" tint=1> Gutenbachpfad","<sprite name=""UpArrow"" tint=1> Hawk Peak Trail\n<sprite name=""UpArrow"" tint=1> Good Creek Path","<sprite name=""UpArrow"" tint=1> Hawk Peak Trail\n<sprite name=""UpArrow"" tint=1> Good Creek Path",Original,RoyalRidgeSignStart
line:ede0b0,"<sprite name=""DownArrow"" tint=1> Schwarzholzwaldweg\n<sprite name=""LeftArrow"" tint=1> Königsgrat","<sprite name=""DownArrow"" tint=1> Blackwood Trail\n<sprite name=""LeftArrow"" tint=1> Royal Ridge","<sprite name=""DownArrow"" tint=1> Blackwood Trail\n<sprite name=""LeftArrow"" tint=1> Royal Ridge",Original,RoyalRidgeSignStart
line:b2763c,"<sprite name=""UpArrow"" tint=1> Falkenspitzenweg\n<sprite name=""DownArrow"" tint=1> Gutenbachpfad\nMeteorsee <sprite name=""RightArrow"" tint=1>","<sprite name=""UpArrow"" tint=1> Hawk Peak Trail\n<sprite name=""DownArrow"" tint=1> Good Creek Path\nMeteor Lake <sprite name=""RightArrow"" tint=1>","<sprite name=""UpArrow"" tint=1> Hawk Peak Trail\n<sprite name=""DownArrow"" tint=1> Good Creek Path\nMeteor Lake <sprite name=""RightArrow"" tint=1>",Original,FireTowerSnowSignStart
line:e9a55c,"<sprite name=""UpArrow"" tint=1> Falkenspitzenweg","<sprite name=""UpArrow"" tint=1> Hawk Peak Trail","<sprite name=""UpArrow"" tint=1> Hawk Peak Trail",Original,HawkPeakSignStart
line:4da2e1,mindestens <color=yellow>7 goldene Federn</color> werden\nbenötgt um diese Wanderung abzuschließen.,At least <color=yellow>7 Golden Feathers</color> are\nrequired to complete this hike.,At least <color=yellow>7 Golden Feathers</color> are\nrequired to complete this hike.,Original,HawkPeakSignStart
line:12ab30,Anfänger sollten in\nErwägung ziehen mehr zu verwenden.,Novice hikers should consider using more.,Novice hikers should consider using more.,Original,HawkPeakSignStart
line:8368eb,"<sprite tint=1 name=""Warning""> WANDERTIPP <sprite tint=1 name=""Warning"">","<sprite tint=1 name=""Warning""> HIKING TIP <sprite tint=1 name=""Warning"">","<sprite tint=1 name=""Warning""> HIKING TIP <sprite tint=1 name=""Warning"">",Original,HawkPeakSignStart
line:4188b8,Klettern ist weniger anstrengend als Fliegen!,climbing uses less stamina than flying!,climbing uses less stamina than flying!,Original,HawkPeakSignStart
line:06e25d,zum Klettern drücke dich gegen\neine Wand und halte {{JumpButton}},"to climb, push against a wall and hold {{JumpButton}}","to climb, push against a wall and hold {{JumpButton}}",Original,HawkPeakSignStart
line:369fc3,"<sprite name=""LeftArrow"" tint=1> Meteorseeausblick <sprite name=""RightArrow"" tint=1>\n<sprite name=""LeftArrow"" tint=1> Falkenspitzenweg\n<sprite name=""DownArrow"" tint=1> Schwarzholzwaldweg","<sprite name=""LeftArrow"" tint=1> Meteor Lake Overlook <sprite name=""RightArrow"" tint=1>\n<sprite name=""LeftArrow"" tint=1> Hawk Peak Trail\n<sprite name=""DownArrow"" tint=1> Blackwood Trail","<sprite name=""LeftArrow"" tint=1> Meteor Lake Overlook <sprite name=""RightArrow"" tint=1>\n<sprite name=""LeftArrow"" tint=1> Hawk Peak Trail\n<sprite name=""DownArrow"" tint=1> Blackwood Trail",Original,MeteorLakeSignStart
line:e9e473,"<sprite name=""LeftArrow"" tint=1> Meteorseeausblick <sprite name=""RightArrow"" tint=1>\n<sprite name=""DownArrow"" tint=1> Falkenspitzenweg","<sprite name=""LeftArrow"" tint=1> Meteor Lake Overlook <sprite name=""RightArrow"" tint=1>\n<sprite name=""DownArrow"" tint=1> Hawk Peak Trail","<sprite name=""LeftArrow"" tint=1> Meteor Lake Overlook <sprite name=""RightArrow"" tint=1>\n<sprite name=""DownArrow"" tint=1> Hawk Peak Trail",Original,MeteorLakeLeftSignStart
line:8e47b8,"hey, Claire!",hey claire!,hey claire!,Original,BeachFoxStart
line:7e2d19,wie läuft dein Tag so?,how's the day treatin' ya?,how's the day treatin' ya?,Original,BeachFoxStart
line:3b05a7,nun ja,well,well,Player,BeachFoxStart
line:81a9fb,ich bin gerade erst\naus dem Haus gekommen,i'm just getting out\nof the house now,i'm just getting out\nof the house now,Player,BeachFoxStart
line:d5b624,ah,ah,ah,Original,BeachFoxStart
line:ef8af4,es ist also einer dieser Tage,it's one of those kinds of days,it's one of those kinds of days,Original,BeachFoxStart
line:42c449,genau...,yeah...,yeah...,Player,BeachFoxStart
line:a6f8f9,ich war irgendwie,i've been kinda,i've been kinda,Player,BeachFoxStart
line:977278,den ganzen Morgen in\nmeinen Gedanken versunken,caught up in my head all morning,caught up in my head all morning,Player,BeachFoxStart
line:b18566,hmm,hmm,hmm,Original,BeachFoxStart
line:8a30c4,würdest du sagen\ndu fühlst dich...,would you say you feel...,would you say you feel...,Original,BeachFoxStart
line:f10c07,...verloren und ziellos?,...lost and directionless?,...lost and directionless?,Original,BeachFoxStart
line:055150,uh,uh,uh,Player,BeachFoxStart
line:031c7b,vielleicht,maybe,maybe,Player,BeachFoxStart
line:a5d39a,tja!,welp!,welp!,Original,BeachFoxStart
line:f293a6,dann ich habe genau\ndas Richtige für dich!,i've got just the thing for you!,i've got just the thing for you!,Original,BeachFoxStart
line:1c70ff,nimm den hier,take this,take this,Original,BeachFoxStart
line:0dc524,um ihn zu benutzen,to use it,to use it,Original,BeachFoxStart
line:344cd9,<color=red>drücke {{MenuButton}}</color> um dein\nInventar zu öffnen,<color=red>press {{MenuButton}}</color> to open\nyour inventory,<color=red>press {{MenuButton}}</color> to open\nyour inventory,Original,BeachFoxStart
line:671a7f,dann wähle ihn\nim <color=red>Gegenstandsmenü</color> aus,then select it from the <color=red>items menu</color>,then select it from the <color=red>items menu</color>,Original,BeachFoxStart
line:586ba8,"oh, äh","oh, uh","oh, uh",Player,BeachFoxStart
line:78bc2f,danke,thanks,thanks,Player,BeachFoxStart
line:f67f9f,der wird sich sicher\nals nützlich erweisen,this should come in handy,this should come in handy,Player,BeachFoxStart
line:4eb391,fröhliches Wandern!,happy hiking!,happy hiking!,Original,BeachFoxStart
line:b848c9,wie benutze ich\nmeinen Kompass nochmal?,how do i use my compass again?,how do i use my compass again?,Player,BeachFoxStart
line:da694d,drücke einfach <color=red>{{MenuButton}}</color> um dein\n<color=red>Inventar zu öffnen</color>,just <color=red>press {{MenuButton}}</color> to\n<color=red>open your inventory</color>,just <color=red>press {{MenuButton}}</color> to\n<color=red>open your inventory</color>,Original,BeachFoxStart
line:1cf7a2,dann wähle ihn aus dem\n<color=red>Gegenstandsmenü</color> aus,then select it from\nthe <color=red>items menu</color>,then select it from\nthe <color=red>items menu</color>,Original,BeachFoxStart
line:00e277,ah genau,ah right,ah right,Player,BeachFoxStart
line:c6adcc,vielen Dank!,thanks!,thanks!,Player,BeachFoxStart
line:dc7149,"danke, dass du mir deinen Kompass\ngeliehen hast",thanks for lending me the compass,thanks for lending me the compass,Player,BeachFoxStart
line:10a2da,ich bringe ihn dir wieder zurück\nwenn ich meine Wanderung abgeschlossen habe,i'll get it back to you\nwhen i'm done my hike,i'll get it back to you\nwhen i'm done my hike,Player,BeachFoxStart
line:b883c4,"oh, lass nur","oh, nah","oh, nah",Original,BeachFoxStart
line:b29652,behalte ihn einfach,just keep it,just keep it,Original,BeachFoxStart
line:062d5d,du weißt was man so sagt...,you know what they say...,you know what they say...,Original,BeachFoxStart
line:6bb6e1,es ist gut zu wissen\nwo Norden ist!,it's good luck to know\nwhich way is north!,it's good luck to know\nwhich way is north!,Original,BeachFoxStart
line:612a85,uh,uh,uh,Player,BeachFoxStart
line:e1b0be,sagt man das so?,do they say that?,do they say that?,Player,BeachFoxStart
line:0b1c04,eigentlich bin ich mir da nicht sicher,"actually, i'm not sure","actually, i'm not sure",Original,BeachFoxStart
line:40ba46,aber,but,but,Original,BeachFoxStart
line:918947,es wird sicher nicht schaden!,it certainly can't be bad luck!,it certainly can't be bad luck!,Original,BeachFoxStart
line:a8b5f9,"Willkommen im Provinzpark ""Falkenspitze""!",Welcome to Hawk Peak Provincial Park!,Welcome to Hawk Peak Provincial Park!,Original,VisitorsCenterSignStart
line:692bdd,Genieße den schönen Weg zum\nAussichtspunkt oder folge dem <color=yellow>Falkenspitzenweg</color>\nbis zum höchsten Punkt der Provinz!,Enjoy a scenic trek to Outlook Point\nor follow <color=yellow>Hawk Peak Trail</color> up to the\nhighest point in the province!,Enjoy a scenic trek to Outlook Point\nor follow <color=yellow>Hawk Peak Trail</color> up to the\nhighest point in the province!,Original,VisitorsCenterSignStart
line:b1e575,"Obwohl diese Insel für ihren\nnamensgebenden Berggipfel bekannt ist,","Although this island is known for\nits titular mountain peak,","Although this island is known for\nits titular mountain peak,",Original,VisitorsCenterSignStart
line:b107d7,ist sie außerdem ein Zuhause für zahlreiche\nschöne Strände und Wälder!,It is also home to a number of\nbeautiful beaches and forests!,It is also home to a number of\nbeautiful beaches and forests!,Original,VisitorsCenterSignStart
line:a83a22,"Wusstest du, dass\n",Did you know?,Did you know?,Original,VisitorsCenterSignStart
line:fcd4a8,Das berüchtigte Gericht\n'Erdbeeren und Toast'\nHIER an der Falkenspitze erfunden worden ist!,The infamous local dish\n'Strawberries and Toast'\nwas invented HERE at Hawk Peak!,The infamous local dish\n'Strawberries and Toast'\nwas invented HERE at Hawk Peak!,Original,VisitorsCenterSignStart
line:ad24ec,Geselle dich um 17 Uhr zu uns\num eine leckere Portion des\nhistorischen Gerichts zu kosten!,Please join us at 5PM to\nenjoy a delicious serving\nof the historical dish!,Please join us at 5PM to\nenjoy a delicious serving\nof the historical dish!,Original,VisitorsCenterSignStart
line:e688e0,wir sind schon fast ausverkauft,we're kinda low on stock,we're kinda low on stock,Original,BuyMerchStart
line:a7cf46,aber eigentlich\nist das etwas Gutes,"but that's good, actually","but that's good, actually",Original,BuyMerchStart
line:20178a,es war eine gute Saison!,it's been a busy season!,it's been a busy season!,Original,BuyMerchStart
line:66f7eb,Provinzparks müssen\nin Mode sein oder so,provincial parks must be\ntrending or something,provincial parks must be\ntrending or something,Original,BuyMerchStart
line:33c393,das ist möglich!,it's possible!,it's possible!,Player,BuyMerchStart
line:d29584,aber,anyway,anyway,Original,BuyMerchStart
line:cf8544,wir haben noch einen Hut übrig,we only have one hat left,we only have one hat left,Original,BuyMerchStart
line:9178cb,der kostet 100 Münzen,it costs 100 coins,it costs 100 coins,Original,BuyMerchStart
line:158b88,den nehm' ich!,i'll take it!,-> i'll take it!,Player,BuyMerchStart
line:87ad79,"nee, lieber nicht","nah, i'll pass","-> nah, i'll pass",Player,BuyMerchStart
line:ec5216,warum probierst du ihn nicht gleich an?,why don't you try it on?,why don't you try it on?,Original,BuyMerchStart
line:c96132,"hmm, du hast gerade kein Geld...","hmm, you're all out of cash now...","hmm, you're all out of cash now...",Original,BuyMerchStart
line:fb4cd6,wie wäre es wenn ich dir dazu\neine goldene Feder schenke!,how about I throw in a\nfree golden feather!,how about I throw in a\nfree golden feather!,Original,BuyMerchStart
line:d29351,"oh, uhmm,","oh uhhh,","oh uhhh,",Original,BuyMerchStart
line:41e1d2,ich glaube nicht...,i don't think...,i don't think...,Original,BuyMerchStart
line:e04b2d,dass du dir den leisten kannst,you can afford it,you can afford it,Original,BuyMerchStart
line:bb012f,oh,oh,oh,Player,BuyMerchStart
line:a0e28c,stimmt,right,right,Player,BuyMerchStart
line:d1acff,okay!,okay!,okay!,Original,BuyMerchStart
line:3e75b5,wir sind ausverkauft!,we're all out!,we're all out!,Original,BuyMerchStart
line:ff23f2,du hast den letzten Hut gekauft,you bought the last hat,you bought the last hat,Original,BuyMerchStart
line:976599,werdet ihr welche nachbestellen?,are you guys gonna order more?,are you guys gonna order more?,Player,BuyMerchStart
line:44a915,nicht bis zur nächsten Saison,not until next season,not until next season,Original,BuyMerchStart
line:10e2e7,jede Saison hat eine limitierte Anzahl,each season is a limited run,each season is a limited run,Original,BuyMerchStart
